title,ingredients,directions,link,source,NER
Coconut Kisses,"[""2 egg whites"", ""2/3 c. sugar"", ""1/2 tsp. vanilla"", ""2 c. cornflakes"", ""1 (3 1/2 oz.) can flaked coconut"", ""1/2 c. pecans, chopped""]","[""Preheat oven to 350\u00b0."", ""Beat egg whites at high speed until foamy."", ""Gradually add sugar, one tablespoon at a time, beating until stiff peaks form."", ""Fold in vanilla, cereal, coconut and nuts. Drop by tablespoon on a foil lined cookie sheet."", ""Place in oven and immediately turn off oven."", ""Do not open door for 8 hours. Carefully peel cookies from foil."", ""Store tightly sealed."", ""Yield:"", ""3 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=631040,Gathered,"['egg whites', 'sugar', 'vanilla', 'cornflakes', 'flaked coconut', 'pecans']"
Salmon Patties For Two,"[""1 (7 3/4 oz.) can salmon"", ""8 soda crackers, crumbled"", ""1 egg"", ""1 Tbsp. onion, grated"", ""1 Tbsp. parsley"", ""1/4 to 1 tsp. dry mustard"", ""salt"", ""celery, chopped"", ""1 Tbsp. lemon juice""]","[""Drain salmon, reserving liquid."", ""Flake and clean salmon and blend it with the reserved liquid and the remaining ingredients. Add more crackers or another egg if the consistency will not make firm patties."", ""After you make the patties, fry them in a skillet. Fry with 2 or 3 tablespoons melted butter."", ""Brown on both sides. Serve with sliced lemon wedges.""]",www.cookbooks.com/Recipe-Details.aspx?id=267447,Gathered,"['salmon', 'crackers', 'egg', 'onion', 'parsley', 'dry mustard', 'salt', 'celery', 'lemon juice']"
Ruth'S Jello Salad,"[""1 pkg. (4 serving size) wild strawberry gelatin"", ""1 can (20 oz.) crushed pineapple, drained"", ""1/2 c. chopped pecans"", ""3 small bananas, cut small slices"", ""1 medium apple, diced"", ""1 c. miniature marshmallows""]","[""Prepare jello as directed. Chill until semi-jelled."", ""Add remaining ingredients."", ""Stir and pour into 6-cup mold. Refrigerate until set, about 3 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=1016691,Gathered,"['strawberry gelatin', 'pineapple', 'pecans', 'bananas', 'apple', 'marshmallows']"
Stuffed Cabbage,"[""1 medium head cabbage"", ""1 onion"", ""1/2 tsp. garlic powder"", ""1 tsp. salt"", ""1 lb. ground beef"", ""1 can sauerkraut"", ""1 can tomato sauce"", ""2 c. water"", ""1 c. instant rice"", ""1 egg"", ""1/2 c. milk""]","[""Boil cabbage for 30 minutes. Drain and cool. Cook instant rice. Add to ground beef, egg, milk, onion, garlic and salt."", ""Mix thoroughly. Stuff cabbage leaves with ground beef mixture. Arrange in \""spaghetti\"" pot."", ""Pour in tomato sauce and sauerkraut with 1 cup water."", ""Cook over medium heat for 1"", ""to 1 1/2 hours."", ""Serves 4.""]",www.cookbooks.com/Recipe-Details.aspx?id=675805,Gathered,"['head cabbage', 'onion', 'garlic powder', 'salt', 'ground beef', 'sauerkraut', 'tomato sauce', 'water', 'instant rice', 'egg', 'milk']"
Creamy Coleslaw(Better Homes And Gardens)  ,"[""4 c. shredded cabbage"", ""1/2 c. shredded carrots"", ""1/4 c. finely chopped green pepper"", ""2 Tbsp. finely chopped onion"", ""1/2 c. mayonnaise"", ""1 Tbsp. vinegar"", ""2 tsp. sugar"", ""1 tsp. celery seed"", ""1/4 tsp. salt""]","[""In a large bowl, combine cabbage, carrot, green pepper and onion or can use package of slaw mix purchased from store.""]",www.cookbooks.com/Recipe-Details.aspx?id=613188,Gathered,"['cabbage', 'carrots', 'green pepper', 'onion', 'mayonnaise', 'vinegar', 'sugar', 'celery', 'salt']"
Chocolate Peanut Squares(Nut Goodies)  ,"[""12 oz. milk chocolate chips"", ""12 oz. butterscotch chips"", ""18 oz. jar peanut butter"", ""16 oz. dry roasted peanuts"", ""1 c. butter or margarine"", ""1/2 c. milk"", ""1/4 c. regular cooking vanilla pudding mix"", ""2 lb. powdered sugar"", ""1 tsp. maple flavoring""]","[""Melt chocolate chips, butterscotch chips and peanut butter in a 2-quart saucepan over low heat."", ""Spread 1/2 of mixture in buttered 10 x 15-inch jelly roll pan."", ""Refrigerate about 1 hour until firm. Stir peanuts into remaining chocolate and set aside."", ""When refrigerated chocolate is firm, combine butter, milk and pudding mix in 4-quart pan."", ""Bring to a boil, stirring constantly."", ""Boil 1 minute."", ""Stir in powdered sugar and maple flavoring."", ""Spread over firm chocolate."", ""Spread with remaining chocolate."", ""Refrigerate. Cut into small squares""]",www.cookbooks.com/Recipe-Details.aspx?id=473609,Gathered,"['milk chocolate chips', 'butterscotch chips', 'peanut butter', 'peanuts', 'butter', 'milk', 'regular cooking vanilla pudding mix', 'powdered sugar', 'maple flavoring']"
Barbecue Sauce Meatballs,"[""2 lb. ground beef"", ""1/2 tsp. pepper"", ""2 tsp. salt"", ""2 Tbsp. Worcestershire sauce"", ""1 c. cornflakes, not crushed"", ""1/2 c. ketchup"", ""1/2 c. fine chopped onions"", ""3/4 to 1 c. Carnation milk"", ""barbecue sauce""]","[""Combine ingredients, except barbecue sauce."", ""Shape into 1-inch balls."", ""Place on broiler rack (or place in oven on a cookie sheet) at 400\u00b0."", ""Turn once."", ""Cook until done."", ""Combine meatballs with barbecue sauce.""]",www.cookbooks.com/Recipe-Details.aspx?id=662393,Gathered,"['ground beef', 'pepper', 'salt', 'Worcestershire sauce', 'cornflakes', 'ketchup', 'onions', 'Carnation milk', 'barbecue sauce']"
Macaroni Salad,"[""1 lb. macaroni (alphabet)"", ""1 bunch green onions (tops and all)"", ""8 hard-boiled eggs"", ""2 large cucumbers, peeled, seeded and chopped"", ""mayonnaise"", ""salt and pepper to taste""]","[""Chop everything very fine and mix with the mayonnaise.""]",www.cookbooks.com/Recipe-Details.aspx?id=572936,Gathered,"['macaroni', 'green onions', 'eggs', 'cucumbers', 'mayonnaise', 'salt']"
Peananzo Spread,"[""15 oz. can garbanzos, drained (save water)"", ""2/3 c. garbanzo water (juice)"", ""1/3 c. homemade peanut butter"", ""1/4 tsp. lemon juice"", ""3 Tbsp. tomato paste"", ""1/4 tsp. onion powder"", ""2/3 c. chopped olives""]","[""Note:"", ""Can substitute tofu for peanut butter.""]",www.cookbooks.com/Recipe-Details.aspx?id=593516,Gathered,"['garbanzos', 'garbanzo water', 'homemade peanut butter', 'lemon juice', 'tomato paste', 'onion powder', 'olives']"
Vermicelli Salad,"[""1 (12 oz.) vermicelli noodles, prepared according to pkg. and rinsed with cold water"", ""1 large jar black olives, drained, pitted and chopped"", ""5 or 6 green onions, chopped"", ""1 large jar pimento, drained and diced"", ""1/2 c. Wesson oil or 1/4 c. olive oil and 1/4 c. Wesson oil"", ""2 Tbsp. Tex Joy steak seasoning"", ""4 Tbsp. lemon juice"", ""1/2 to 1 c. mayonnaise""]","[""Make the night before and refrigerate.""]",www.cookbooks.com/Recipe-Details.aspx?id=164432,Gathered,"['vermicelli noodles', 'black olives', 'green onions', 'pimento', 'Wesson oil', 'seasoning', 'lemon juice', 'mayonnaise']"
Nutty Peach Crisp,"[""29 oz. can sliced peaches (and juice)"", ""1 pkg. butter pecan cake mix"", ""1/2 c. butter, melted"", ""1 c. chopped nuts""]","[""Layer in order given in a 13 x 9-inch pan."", ""Bake at 325\u00b0 for 55 to 60 minutes."", ""Serve hot or cold.""]",www.cookbooks.com/Recipe-Details.aspx?id=865657,Gathered,"['peaches', 'butter', 'butter', 'nuts']"
Indian Fried Bread,"[""1 c. flour"", ""1 tsp. baking powder"", ""pinch of salt"", ""shortening"", ""milk""]","[""Make a soft dough, using the first 3 ingredients and a little shortening."", ""Add enough milk to mix; cut this together."", ""Drop by spoonfuls into hot grease; let fry until brown and crisp."", ""Serve hot.""]",www.cookbooks.com/Recipe-Details.aspx?id=436758,Gathered,"['flour', 'baking powder', 'salt', 'shortening', 'milk']"
Fruit Cocktail Cake,"[""1 (No. 303) can fruit cocktail (juice also)"", ""1 1/2 c. sugar"", ""2 eggs"", ""1 tsp. vanilla"", ""2 tsp. soda"", ""1 tsp. cinnamon"", ""2 c. flour"", ""1/2 c. brown sugar"", ""1 c. pecans, chopped""]","[""Mix all at one time, except brown sugar and pecans."", ""Beat 3 minutes."", ""Pour into 9 x 13 greased pan."", ""Sprinkle with brown sugar and pecans."", ""Bake at 350\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=61425,Gathered,"['fruit cocktail', 'sugar', 'eggs', 'vanilla', 'soda', 'cinnamon', 'flour', 'brown sugar', 'pecans']"
Sole And Shrimp Casserole,"[""1 lb. sole fillets"", ""1/4 lb. small cooked shrimp"", ""3 Tbsp. fine dry bread crumbs"", ""1/4 tsp. pepper"", ""2 Tbsp. lemon juice"", ""1/4 lb. mushrooms, thin"", ""2 Tbsp. tartar sauce or mayonnaise"", ""2 Tbsp. green onion, thinly sliced"", ""1 garlic clove"", ""1 1/2 Tbsp. butter, softened"", ""1/4 c. Vermouth (optional)""]","[""Butter a shallow 1 1/2-quart baking dish."", ""Place about half of the fish fillets in even layer."", ""Sprinkle evenly with about half of shrimp, bread crumbs, pepper, lemon juice and mushrooms. Repeat layers."", ""Mix together tatar sauce, green onions and butter. Dot over top."", ""Drizzle casserole evenly with vermouth, if used. Cover and chill if make ahead."", ""Bake, covered, in a 350\u00b0 oven about 30 minutes; 40 minutes, if chilled.""]",www.cookbooks.com/Recipe-Details.aspx?id=1057244,Gathered,"['sole fillets', 'shrimp', 'bread crumbs', 'pepper', 'lemon juice', 'mushrooms', 'tartar sauce', 'green onion', 'garlic', 'butter']"
Golf Balls,"[""1 c. cocoa"", ""1 c. butter, softened"", ""3 (1 lb.) boxes powdered sugar"", ""1 1/2 c. milk"", ""2 Tbsp. vanilla"", ""5 c. peanut butter""]","[""Beat all ingredients together except peanut butter until mixture is very smooth, then add peanut butter and beat until smooth and well blended."", ""Roll into balls and roll in sifted powdered sugar."", ""Refrigerate."", ""Makes about 100.""]",www.cookbooks.com/Recipe-Details.aspx?id=627006,Gathered,"['cocoa', 'butter', 'powdered sugar', 'milk', 'vanilla', 'peanut butter']"
Cheese Patties With Pecans,"[""1/2 lb. sharp cheese"", ""1 stick butter"", ""1 1/2 c. flour"", ""3/4 tsp. salt"", ""pecans""]","[""Grate cheese and mix with softened butter."", ""Add flour and salt; work mixture with hands until it firms up."", ""Shape into long roll; wrap in waxed paper."", ""Refrigerate."", ""Cut as for icebox cookies."", ""Put pecan pieces on top."", ""Bake at 400\u00b0 for 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=600664,Gathered,"['sharp cheese', 'butter', 'flour', 'salt', 'pecans']"
Spaghetti Salad,"[""1 lb. cooked spaghetti"", ""1 green pepper, diced"", ""1 diced onion"", ""1 diced cucumber"", ""3 stalks diced celery"", ""3 tomatoes, diced"", ""1/3 bottle salad seasonings"", ""low calorie Italian dressing""]","[""Cook spaghetti."", ""Dice vegetables together."", ""After spaghetti is cooked and cooled, add vegetables, salad seasonings and Italian dressing."", ""Mix."", ""If making for next day, wait and add tomatoes that day.""]",www.cookbooks.com/Recipe-Details.aspx?id=334826,Gathered,"['green pepper', 'onion', 'cucumber', 'celery', 'tomatoes', 'salad seasonings', 'Italian dressing']"
Blackberry Jam(Sugar-Free)  ,"[""4 c. crushed blackberries"", ""8 Tbsp. liquid sweetener""]","[""Measure crushed blackberries into a kettle."", ""Add sweetener; stir well."", ""Boil rapidly, stirring constantly, until the mixture thickens."", ""Fill and seal containers.""]",www.cookbooks.com/Recipe-Details.aspx?id=518675,Gathered,"['blackberries', 'liquid sweetener']"
Apricot-Almond Upside Down Cake,"[""1- 8 3/4 oz can unpeeled apricot halves"", ""2 Tbsp. butter or margarine"", ""1/3 c. packed brown sugar"", ""1/4 c. slivered almonds"", ""1 pkg. 1 layer size yellow cake mix"", ""1/4 tsp. ground nutmeg"", ""Frozen dessert topping for garnish""]","[""Drain apricots, reserving 2 tablespoons syrup."", ""Preheat oven to 350\u00b0."", ""Place butter or margarine in a 9x1 1/2-inch round baking pan."", ""Melt butter in pan in oven while preheating."", ""Remove pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=62464,Gathered,"['apricot halves', 'butter', 'brown sugar', 'slivered almonds', 'layer', 'ground nutmeg', 'Frozen dessert topping']"
Carrot Casserole,"[""2 bunches carrots"", ""8 oz. Velveeta cheese"", ""1 1/2 sticks margarine"", ""Ritz crackers""]","[""Slice and cook carrots; drain."", ""Place in baking dish."", ""Melt cheese and margarine; pour over cooked carrots."", ""Top with crushed crackers."", ""Bake for 20 minutes in hot oven at 400\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=353781,Gathered,"['carrots', 'Velveeta cheese', 'margarine', 'crackers']"
Shrimp Rice,"[""1 lb. shrimp, cleaned"", ""4 to 6 slices bacon"", ""1 c. chopped onion"", ""2 c. chopped celery"", ""2 Tbsp. flour"", ""2 Tbsp. Worcestershire sauce"", ""2 Tbsp. margarine"", ""2 c. cooked rice""]","[""Cook bacon in a large skillet until crisp."", ""Crumble and set aside."", ""Drain and reserve 2 tablespoons of drippings."", ""Add onion and celery."", ""Cook until tender, but not brown."", ""Stir in flour. Stir in Worcestershire sauce and shrimp."", ""Cook and stir about 3 minutes or until shrimp turn pink."", ""Add margarine; stir until melted."", ""Combine shrimp mixture and hot rice."", ""Garnish with bacon. Serves 8.""]",www.cookbooks.com/Recipe-Details.aspx?id=1068674,Gathered,"['shrimp', 'bacon', 'onion', 'celery', 'flour', 'Worcestershire sauce', 'margarine', 'rice']"
German Shepherd Pie,"[""1 onion, minced"", ""4 c. ground beef"", ""2 c. beef gravy (can be canned)"", ""1 tsp. Worcestershire"", ""1/2 tsp. Tabasco"", ""2 tsp. salt"", ""8 medium potatoes (can use leftover mashed)"", ""1 egg, slightly beaten""]","[""Saute onion in butter (soft not brown)."", ""Add meat, spices and gravy."", ""Place in casserole; top with mashed potatoes and brush with beaten egg."", ""Bake at 425\u00b0 for 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=459056,Gathered,"['onion', 'ground beef', 'beef gravy', 'Worcestershire', 'Tabasco', 'salt', 'potatoes', 'egg']"
Peanut Butter Tandy Candy,"[""1 c. milk"", ""2 Tbsp. oleo"", ""2 tsp. baking powder"", ""pinch of salt"", ""4 eggs"", ""1 tsp. vanilla"", ""2 c. sugar"", ""2 c. flour"", ""8 oz. Hershey bar""]","[""Scald milk and oleo."", ""Set aside."", ""Mix baking powder, salt, sugar and flour."", ""Add eggs and vanilla."", ""Beat together and put in a 15 x 10-inch pan."", ""Bake at 350\u00b0 for 25 to 35 minutes."", ""Take out of oven and spread peanut butter on top."", ""While cake is hot, refrigerate for 1 hour."", ""Melt Hershey bar and spread on top."", ""Let chocolate harden and cut in squares.""]",www.cookbooks.com/Recipe-Details.aspx?id=510405,Gathered,"['milk', 'oleo', 'baking powder', 'salt', 'eggs', 'vanilla', 'sugar', 'flour', 'bar']"
Waldorf Astoria Cake,"[""1/2 c. Crisco"", ""1 1/2 c. sugar"", ""2 eggs"", ""2 c. flour"", ""1 Tbsp. cocoa"", ""1/2 tsp. salt"", ""1 tsp. vanilla"", ""1 c. buttermilk"", ""1 oz. red food coloring"", ""1 Tbsp. vinegar"", ""1 tsp. soda""]","[""Beat together all ingredients."", ""Mix vinegar and soda and add to cake last."", ""Bake at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=356914,Gathered,"['Crisco', 'sugar', 'eggs', 'flour', 'cocoa', 'salt', 'vanilla', 'buttermilk', 'red food coloring', 'vinegar', 'soda']"
Jane'S Cheese Cake,"[""1 large and 1 small pkg. cream cheese"", ""2 eggs"", ""1 tsp. vanilla"", ""1/2 c. sugar"", ""1 pt. sour cream"", ""2 Tbsp. sugar"", ""1 tsp. vanilla""]","[""Beat together the cream cheese, eggs, vanilla and 1/2 cup of sugar."", ""Pour into a crumb crust."", ""Bake 15 minutes at 350\u00b0."", ""Cool for 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=895744,Gathered,"['cream cheese', 'eggs', 'vanilla', 'sugar', 'sour cream', 'sugar', 'vanilla']"
Angel Muffins,"[""1/2 stick oleo"", ""1 c. flour (self-rising)"", ""1/2 c. sour cream""]","[""Mix all ingredients together."", ""Drop out on cookie sheet by tablespoon or pour into muffin cups."", ""Makes 12 muffins."", ""Bake at 400\u00b0 for 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1078998,Gathered,"['oleo', 'flour', 'sour cream']"
Oatmeal Bread For Bread Machine,"[""1 pkg. dry yeast"", ""1 c. quick oats"", ""3 c. bread flour"", ""1 tsp. salt"", ""1/2 c. molasses"", ""1 Tbsp. vegetable oil"", ""1 1/4 c. plus 1 Tbsp. warm water""]","[""Place ingredients in bread machine."", ""Select \""white bread\"" setting."", ""Yield:"", ""1 large loaf.""]",www.cookbooks.com/Recipe-Details.aspx?id=513305,Gathered,"['yeast', 'oats', 'bread flour', 'salt', 'molasses', 'vegetable oil', 'water']"
Grape-Nut Pudding,"[""3/4 c. Grape-Nuts cereal"", ""1/2 c. melted butter"", ""1/2 c. sugar"", ""3 eggs, well beaten"", ""2 c. milk"", ""1/4 c. raisins (optional)"", ""1 tsp. vanilla"", ""1/8 tsp. nutmeg or cinnamon""]","[""Mix cereal with butter. Blend into eggs."", ""Add cereal and remaining ingredients and blend."", ""Pour into 1-quart pan."", ""Put this pan in another filled with an inch of water."", ""Bake at 375\u00b0 for 30 minutes."", ""Stir thoroughly."", ""Bake 30 minutes longer."", ""Serve with whipped cream or vanilla ice cream.""]",www.cookbooks.com/Recipe-Details.aspx?id=818540,Gathered,"['Grape-Nuts', 'butter', 'sugar', 'eggs', 'milk', 'raisins', 'vanilla', 'nutmeg']"
Hot Beef Dip,"[""1 c. sour cream"", ""8 oz. pkg. cream cheese"", ""1/4 c. chopped green pepper"", ""1/4 c. minced onion"", ""dash of Worcestershire sauce"", ""1 jar chopped dried beef"", ""1/2 c. chopped walnuts""]","[""Combine all ingredients."", ""Put in pan."", ""Bake at 250\u00b0 for about one hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=181406,Gathered,"['sour cream', 'cream cheese', 'green pepper', 'onion', 'Worcestershire sauce', 'beef', 'walnuts']"
Cucumber Salad With Dill,"[""2 cucumbers, sliced very thin"", ""1/3 c. white vinegar"", ""1 tsp. salt"", ""3 Tbsp. sugar"", ""1 large onion, sliced thin"", ""fresh dill""]","[""Combine all ingredients, except dill, making sure juices are mixed well."", ""Garnish with dill."", ""Chill.""]",www.cookbooks.com/Recipe-Details.aspx?id=312740,Gathered,"['cucumbers', 'white vinegar', 'salt', 'sugar', 'onion', 'dill']"
